doc_id,raw_doc_sha256,clean_sha256,game_title,lang,text_path,source_path,source_sha256,source_mime
0461144ed5eb87ed4286f445da2b2b1cf5d81868aec98de850e887bc97b8c49d,0461144ed5eb87ed4286f445da2b2b1cf5d81868aec98de850e887bc97b8c49d,e10bf061500dbd434d4026a606e652f42fb6184dfe7cab99e84f79feae1bf155,Таймлайн Твист: Популярная культура,ru,data/rules_texts_cleaned_good/0461144ed5eb87ed4286f445da2b2b1cf5d81868aec98de850e887bc97b8c49d.txt,data/rules_files/pop1.pdf,3446cef64e575b4292fc258f1aeb6a1411944b4659aec9da8faa9efe339fba97,application/pdf
046fd983ca8d65a064e7d8b70fcdb2ba25008a7eff137b0b54dbd0f925b1ee9c,046fd983ca8d65a064e7d8b70fcdb2ba25008a7eff137b0b54dbd0f925b1ee9c,baa2f2a811264e3f02fa75cc224dd15d12266fa3fb9febe65237f9507ac9086e,Звёздные Империи (2-е рус. изд.),ru,data/rules_texts_cleaned_good/046fd983ca8d65a064e7d8b70fcdb2ba25008a7eff137b0b54dbd0f925b1ee9c.txt,data/rules_files/StarRealms_rules_rus_web.pdf,77afaadafbfb7b24cb28a1aa7041c7ee6622e56e5a8ca1950344ba81950ba696,application/pdf
047b26ae685b6b9ad437cdf5c254eab4fe0e8358398728754c9839e7990afeab,047b26ae685b6b9ad437cdf5c254eab4fe0e8358398728754c9839e7990afeab,738c4cd8022d7d30d838a177a56594b3c371be703ac54709444e8f658bcaec43,Frosthaven,en,data/rules_texts_cleaned_good/047b26ae685b6b9ad437cdf5c254eab4fe0e8358398728754c9839e7990afeab.txt,data/rules_files/frosthaven-rules.pdf,bf53b8260cd1a567d6d9f9db37b9237179e236c8b59d31f6149787292bbc7008,application/pdf
0482d7deeccb24d5ed6babd8db1c52aacbc05b882f21643ad3a3200f4668b10b,0482d7deeccb24d5ed6babd8db1c52aacbc05b882f21643ad3a3200f4668b10b,4da8088acbb4c6068932993eae440717452d76ba7bdb86c5dafc50f7bbabcef4,Similo: История,ru,data/rules_texts_cleaned_good/0482d7deeccb24d5ed6babd8db1c52aacbc05b882f21643ad3a3200f4668b10b.txt,data/rules_files/Similo_Istoriya_Pravila.pdf,f396e325b09c1561eb04cc19fa6f7ab58203d6844f78dae3e674b34d408e4446,application/pdf
04a9b94732facc7c4f455f6d2f0390b342cbcae3e86f61fbd2bb1db7064be490,04a9b94732facc7c4f455f6d2f0390b342cbcae3e86f61fbd2bb1db7064be490,51368107dbf984bc83e1cac6eac66ef9ba0f0d841eab4ded2fa237010ebf12d9,Это моя война. Истории осаждённого города,ru,data/rules_texts_cleaned_good/04a9b94732facc7c4f455f6d2f0390b342cbcae3e86f61fbd2bb1db7064be490.txt,data/rules_files/This War of Mine. Tales from the Ruined City.pdf,e9762f62ee848b01bfe388968eb65bf8715fd016086d99fed75a5460136d70e2,application/pdf
04b3bd9c7c72123847139cded5b3a26462286cb3b6777aa43930923bf1cd89bc,04b3bd9c7c72123847139cded5b3a26462286cb3b6777aa43930923bf1cd89bc,a0367411175089a3a164041aee24060d8cbf0909c17fa1367798abf6c3e4f7a1,Монополия Adventure Time,ru,data/rules_texts_cleaned_good/04b3bd9c7c72123847139cded5b3a26462286cb3b6777aa43930923bf1cd89bc.txt,data/rules_files/Monopoly_Adventure_Time_rules.pdf,257fbc446d35c50a73861f0285969f60caa05b6bb99ee70272342edc6c9262b0,application/pdf
04b736460ca77ede4a9c1a8115fa44d18b0a0ee781d0c2aae78e34453832aeec,04b736460ca77ede4a9c1a8115fa44d18b0a0ee781d0c2aae78e34453832aeec,70c856c2694d53ee48a56a887a302ae427529c63b7ea403bd606e74e9d365229,Пандорум,ru,data/rules_texts_cleaned_good/04b736460ca77ede4a9c1a8115fa44d18b0a0ee781d0c2aae78e34453832aeec.txt,data/rules_files/pandorum.pdf,a75481029b8c217d0a835301c2a1883b67e48e8672dba8d14c4566209b993b28,application/pdf
04e4aebc1bc7027a417e41cb48dd25c2140e10a73d8e286cd1159d0739d11a25,04e4aebc1bc7027a417e41cb48dd25c2140e10a73d8e286cd1159d0739d11a25,69207166522a5892e0b5252e803cf5878ac2fd5f41a0aeeaecd771ca165e64f8,Робин Гуд и бравые ребята,ru,data/rules_texts_cleaned_good/04e4aebc1bc7027a417e41cb48dd25c2140e10a73d8e286cd1159d0739d11a25.txt,data/rules_files/Robin_good_i_bravie_rebiata_rules.pdf,9b1a8510f18c30d1e8adc6d7b0e1d53ed3f1a06b0990e5c0e54137b441112d85,application/pdf
050db4f1c9b0a2d717eba0ac262fdc509b8eccdc4590a1a1576791a8544e9ff3,050db4f1c9b0a2d717eba0ac262fdc509b8eccdc4590a1a1576791a8544e9ff3,747b99bd22918216ef5f3697f7f52c2cc5a9350b4537c1be969a10bf9c5fe426,BUBBLE: Кроссовер,ru,data/rules_texts_cleaned_good/050db4f1c9b0a2d717eba0ac262fdc509b8eccdc4590a1a1576791a8544e9ff3.txt,data/rules_files/bubble-crossover-new-rules.pdf,9f17568e897089a4400622f90fa5726dab46412a1292d7430701dffccd9928db,application/pdf
05111ddb5e3c6b592378f78d07a33cec0eb1128556ad16e9b25d5768c357292c,05111ddb5e3c6b592378f78d07a33cec0eb1128556ad16e9b25d5768c357292c,f47d7612d71190ad54c80c119b3c5126674bcbb590b19c17dc86411f7fe546d0,Ярость эльфов,ru,data/rules_texts_cleaned_good/05111ddb5e3c6b592378f78d07a33cec0eb1128556ad16e9b25d5768c357292c.txt,data/rules_files/Jarost_elfof.pdf,ada67437773e19ede8cff742c583c5687fffecf13a766f49bcad9ba73d4f36f4,application/pdf
