doc_id,raw_doc_sha256,clean_sha256,game_title,lang,text_path
8592fb7bd7a16a1f20e9c30c8b9e5c6bee79fdd040ebf52072f51ac3838bb094,8592fb7bd7a16a1f20e9c30c8b9e5c6bee79fdd040ebf52072f51ac3838bb094,4cd23dc4e2f20211c3802d172d80b9f618d7b3d80dcbc5a7828148a44a5b04e9,Ужас Аркхэма. Карточная игра: Пир в Хемлок-Вейл. Сыщики,ru,data/rules_texts_cleaned_good/8592fb7bd7a16a1f20e9c30c8b9e5c6bee79fdd040ebf52072f51ac3838bb094.txt
85a06141426c515cf96b71846915e6564bcd9d05cec391bd52bcf35aaf1a1530,85a06141426c515cf96b71846915e6564bcd9d05cec391bd52bcf35aaf1a1530,35381f6b8c541f56c6fa11b97b5d76975ac9177f31e18378e883f30347b416d3,Noctiluca,en,data/rules_texts_cleaned_good/85a06141426c515cf96b71846915e6564bcd9d05cec391bd52bcf35aaf1a1530.txt
85a3b069627ff7b6d9995f49aad62ea689fde518204d82ee25d4f36b42869993,85a3b069627ff7b6d9995f49aad62ea689fde518204d82ee25d4f36b42869993,50bf32f73ed82fd122b88144d10405811de7408481fc27cae484f1d97e5f74c4,Под прицелом,ru,data/rules_texts_cleaned_good/85a3b069627ff7b6d9995f49aad62ea689fde518204d82ee25d4f36b42869993.txt
85d996b301843c0ad55faf394e5e87e669e6f2ed7b510acce908faff03c2aa80,85d996b301843c0ad55faf394e5e87e669e6f2ed7b510acce908faff03c2aa80,e45cb721e4f247eae3cfb5f6bd470a4049a0f1812bd9184df195bbfb5cbef895,Одним Словом на Кубиках,ru,data/rules_texts_cleaned_good/85d996b301843c0ad55faf394e5e87e669e6f2ed7b510acce908faff03c2aa80.txt
85e43e6ae6b25aef44104b60ef7f4f01d87c0beb67b174ae93d61fc0dc37e37c,85e43e6ae6b25aef44104b60ef7f4f01d87c0beb67b174ae93d61fc0dc37e37c,e576ef5e726ff3127b0f247562289b7088befb79589958d9f92c9feb936981ca,Frostpunk: The Board Game. Frostlander,en,data/rules_texts_cleaned_good/85e43e6ae6b25aef44104b60ef7f4f01d87c0beb67b174ae93d61fc0dc37e37c.txt
85f0bc37591776b2b615466764da18b1f5fd7f8068bc904f6722d52f0d787f81,85f0bc37591776b2b615466764da18b1f5fd7f8068bc904f6722d52f0d787f81,e290c0387ba62b0f5cb51d31877c7c2815526c76ea99f52196c458fd69a3b7ec,Анахронность,ru,data/rules_texts_cleaned_good/85f0bc37591776b2b615466764da18b1f5fd7f8068bc904f6722d52f0d787f81.txt
86150ec97ff639953856a65b2ad131637d1d5e5ed74c29a9eb0912a1ef0c125f,86150ec97ff639953856a65b2ad131637d1d5e5ed74c29a9eb0912a1ef0c125f,1319b5a255efb4a05c0d15d32f497c99e5ca537a72c2d05a0961e5f09f0ba51f,Маленький цирк,ru,data/rules_texts_cleaned_good/86150ec97ff639953856a65b2ad131637d1d5e5ed74c29a9eb0912a1ef0c125f.txt
861fb0e97905125e1d3d04ef553830e0941a82919623d8e68618631e717ff5a2,861fb0e97905125e1d3d04ef553830e0941a82919623d8e68618631e717ff5a2,dbe25541d906303cfc6c2283f4ba4c89e961ab9a8fae836bb030242d045fc5c0,Тор. Рагнарёк,ru,data/rules_texts_cleaned_good/861fb0e97905125e1d3d04ef553830e0941a82919623d8e68618631e717ff5a2.txt
861fcdd6ba0fa094e452f9e87466ade857e74822240fa8788dde492a2b944982,861fcdd6ba0fa094e452f9e87466ade857e74822240fa8788dde492a2b944982,0bdef9e432c916e9e79463e550932c92badfa5b7c320fc1818ae96d5298fa05d,Декодер. Юбилейное издание,ru,data/rules_texts_cleaned_good/861fcdd6ba0fa094e452f9e87466ade857e74822240fa8788dde492a2b944982.txt
862a55a532bb7ed8581fffd205d3b3b5e3e94e6e906b7a6bd59e9cdfd5c6fb84,862a55a532bb7ed8581fffd205d3b3b5e3e94e6e906b7a6bd59e9cdfd5c6fb84,d004ff76d9ceb1f0d42a0c4530523f33bec46a836e0f3aac25cf25c5fc9d7f73,Воображарий: Junior,ru,data/rules_texts_cleaned_good/862a55a532bb7ed8581fffd205d3b3b5e3e94e6e906b7a6bd59e9cdfd5c6fb84.txt
86455cfa9028b38cd505656544dbc5dbe971a72792cd1c1330fca359f642de08,86455cfa9028b38cd505656544dbc5dbe971a72792cd1c1330fca359f642de08,5c678c3703fe0c7f0f605beead956151aff881d04a6f585bb00fdeeacb2f65dc,Пандемия: Наследие. Нулевой сезон,ru,data/rules_texts_cleaned_good/86455cfa9028b38cd505656544dbc5dbe971a72792cd1c1330fca359f642de08.txt
865e341b441631180fbcdcad437fc624813bbf1920bd2747a3bfe016df1d12b1,865e341b441631180fbcdcad437fc624813bbf1920bd2747a3bfe016df1d12b1,d027bfdd15349705f1d06368d71fafe5af1582a0343037068289d5c051a84362,Моджи. Фильм ужасов,ru,data/rules_texts_cleaned_good/865e341b441631180fbcdcad437fc624813bbf1920bd2747a3bfe016df1d12b1.txt
86881d82fdb6ed58ab39cdb6f9e114638b5f0c13e88a5764cd3c9dae1bc6425e,86881d82fdb6ed58ab39cdb6f9e114638b5f0c13e88a5764cd3c9dae1bc6425e,32e84783ea76d23eab214fe3aeb57f87085a5dc414103ac328c82053ea66b1f1,Цолькин. Календарь майя,ru,data/rules_texts_cleaned_good/86881d82fdb6ed58ab39cdb6f9e114638b5f0c13e88a5764cd3c9dae1bc6425e.txt
86a5603065618ef8bf2a03686309cd9c30b0f346dbf59dacdf66b1b7a095afe1,86a5603065618ef8bf2a03686309cd9c30b0f346dbf59dacdf66b1b7a095afe1,c1e7340b80e6d0639b088b24043dd960b8f2dadbe5fba2b27e513e40c05a0391,Чудеса света,ru,data/rules_texts_cleaned_good/86a5603065618ef8bf2a03686309cd9c30b0f346dbf59dacdf66b1b7a095afe1.txt
86bccb926109b75b76687bf8df12bdef5166e92f0bd48a47f53529ae8b221417,86bccb926109b75b76687bf8df12bdef5166e92f0bd48a47f53529ae8b221417,95e368792f77e13e2d4499a94e44aa07a22d8e75e37e0eab5050df3d47f54bfc,Цу-Е-Фа,ru,data/rules_texts_cleaned_good/86bccb926109b75b76687bf8df12bdef5166e92f0bd48a47f53529ae8b221417.txt
86dbde784ef588c06e2306b1e0081c3954aa5d5635cc6767d8b39bc982b33b11,86dbde784ef588c06e2306b1e0081c3954aa5d5635cc6767d8b39bc982b33b11,99208507c5d30f5e604893854840fe70d909943bb61dc84318797bfc2f2bdec5,Властелин колец. Странствия в Средиземье: Тёмные тропы,ru,data/rules_texts_cleaned_good/86dbde784ef588c06e2306b1e0081c3954aa5d5635cc6767d8b39bc982b33b11.txt
8704deab10113c412e4685352d9a1c5f63c3d101bb615b6ca13045539aaad92e,8704deab10113c412e4685352d9a1c5f63c3d101bb615b6ca13045539aaad92e,8d657599cd45618e076cb9cf6d378e8fdce1e7da467ea2540b028ea28848c3e1,Exit. Затонувшие сокровища,ru,data/rules_texts_cleaned_good/8704deab10113c412e4685352d9a1c5f63c3d101bb615b6ca13045539aaad92e.txt
870582cb54c6d102e99ddabfd690c183740fa18430a3d9325ab396d64906ce79,870582cb54c6d102e99ddabfd690c183740fa18430a3d9325ab396d64906ce79,d3aadd090d9d50c32d6e8684a3465be1fe45202b1d35cff665a6c4e39cd39d69,Зомби-котята,ru,data/rules_texts_cleaned_good/870582cb54c6d102e99ddabfd690c183740fa18430a3d9325ab396d64906ce79.txt
872b2b37fb6418326afe1ada329d08c3efb7dca8c76c50ef1645930aa304a503,872b2b37fb6418326afe1ada329d08c3efb7dca8c76c50ef1645930aa304a503,726b971abf1836edc253743904766e263c781454f7ab0748b7fa85ad0fb90ef0,Шот #безфильтра,ru,data/rules_texts_cleaned_good/872b2b37fb6418326afe1ada329d08c3efb7dca8c76c50ef1645930aa304a503.txt
873f8a3ae5b3422754101741ada99beee7781ecda56e94369ba72b2fe218c4d6,873f8a3ae5b3422754101741ada99beee7781ecda56e94369ba72b2fe218c4d6,27cacecdc4fba8ac44d10ee4fd09ac44a9bec8c57d4d9bb2345199ccbd199c6b,Тайны и клады,ru,data/rules_texts_cleaned_good/873f8a3ae5b3422754101741ada99beee7781ecda56e94369ba72b2fe218c4d6.txt
