doc_sha256,pdf_filename,pdf_url,text_path,primary_title,lang
d3f2ef9844b98554258d391ed4d072728ac7618338a0ded10fb0159d481d969b,exit-kvest-pohishhenie-na-dikom-zapade-rules.pdf,https://www.mosigra.ru/download/rules/exit-kvest-pohishhenie-na-dikom-zapade-rules.pdf,data/rules_texts/d3f2ef9844b98554258d391ed4d072728ac7618338a0ded10fb0159d481d969b.txt,Exit Квест. Похищение на Диком Западе,ru
4a838c860e58260caec0a21e485bc6bfc7db1e9e5d9846ecfe3ac44299816376,Carc_Junior_Rules_RU-web.pdf,https://www.mosigra.ru/download/Правила/Carc_Junior_Rules_RU-web.pdf,data/rules_texts/4a838c860e58260caec0a21e485bc6bfc7db1e9e5d9846ecfe3ac44299816376.txt,Каркассон. Junior,ru
7db824278bf846cb0460fafd325c635a9a93517119d7bcbe5c32a0cb1c3e7df8,Правила игры 7 Чудес Дуэль_ Пантеон (дополнение на русском).pdf,https://www.mosigra.ru/download/Правила/Правила игры 7 Чудес Дуэль_ Пантеон (дополнение на русском).pdf,data/rules_texts/7db824278bf846cb0460fafd325c635a9a93517119d7bcbe5c32a0cb1c3e7df8.txt,7 чудес Дуэль: Пантеон,ru
62161f172dae250db264b9d30ca0a3aef2ebe94fead8e9326ffd04ade6724abb,evolution_nw_rules.pdf,https://www.mosigra.ru/download/Правила/evolution_nw_rules.pdf,data/rules_texts/62161f172dae250db264b9d30ca0a3aef2ebe94fead8e9326ffd04ade6724abb.txt,Эволюция. Новый мир,ru
f207355b865e3e0f2409fdd6eb83a2adf8f09a498534b6509fe4123cdf97b352,dinoostrov.pdf,https://www.mosigra.ru/download/rules/dinoostrov.pdf,data/rules_texts/f207355b865e3e0f2409fdd6eb83a2adf8f09a498534b6509fe4123cdf97b352.txt,Диноостров,ru
0ef91995d9f2fcf2d872eb8d98af5cd8f4a7beede5f986322fa30b65645a67f5,El_Valle_Secreto_Rules.pdf,https://www.mosigra.ru/download/Правила/El_Valle_Secreto_Rules.pdf,data/rules_texts/0ef91995d9f2fcf2d872eb8d98af5cd8f4a7beede5f986322fa30b65645a67f5.txt,Тайная долина,ru
db82e500e1ef3cc0d8de34a83779e9eca858e0367902b43dcfb3b0509e9d6ad5,smallworld_sky_islands.pdf,https://www.mosigra.ru/image/data/mosigra.product.other/563/190/smallworld_sky_islands.pdf,data/rules_texts/db82e500e1ef3cc0d8de34a83779e9eca858e0367902b43dcfb3b0509e9d6ad5.txt,Маленький мир. Небесные острова,ru
bc02c5ac246e013e5fffbc2984b2f0da71dba2720205eb88c5c1fcc4ec97cbb5,kupcy_i_varvary.pdf,https://www.mosigra.ru/image/data/mosigra.product.other/561/485/kupcy_i_varvary.pdf,data/rules_texts/bc02c5ac246e013e5fffbc2984b2f0da71dba2720205eb88c5c1fcc4ec97cbb5.txt,Колонизаторы. Купцы и варвары,ru
9e3bdaf7d995968e13d71eab689a9d02b9426896a9fddb690d7624f02fd11fab,soobrazharij-tri-kota-rules.pdf,https://www.mosigra.ru/download/rules/soobrazharij-tri-kota-rules.pdf,data/rules_texts/9e3bdaf7d995968e13d71eab689a9d02b9426896a9fddb690d7624f02fd11fab.txt,Соображарий: Три кота,ru
222fe208c6aaf0e510c8d78597ddb1bb331a0798d786970f28f69815e1143986,kolonizatori-goroda-i-ricari-2024-rules.pdf,https://www.mosigra.ru/download/rules/kolonizatori-goroda-i-ricari-2024-rules.pdf,data/rules_texts/222fe208c6aaf0e510c8d78597ddb1bb331a0798d786970f28f69815e1143986.txt,Колонизаторы: Города и рыцари,ru
f6463f7a104c499165f90bd432545a1dd50fd81e201b8f4af5e6995ec353cdb5,cheburashka-zoopark-rules.pdf,https://www.mosigra.ru/download/rules/cheburashka-zoopark-rules.pdf,data/rules_texts/f6463f7a104c499165f90bd432545a1dd50fd81e201b8f4af5e6995ec353cdb5.txt,Чебурашка: Зоопарк,ru
15692e7e61709f1406b6cbde3816bf279c84f6b086feddcbea8795167b7ee4ef,pravila_zakoruchki.pdf,https://www.mosigra.ru/image/data/mosigra.product.other/530/490/pravila_zakoruchki.pdf,data/rules_texts/15692e7e61709f1406b6cbde3816bf279c84f6b086feddcbea8795167b7ee4ef.txt,Закорючки,ru
e80bb2875bccf76d7e5102c954aab9b4cd2d80932edae019c54d3e2f3517e8f9,catan-morehodi-2024-rules.pdf,https://www.mosigra.ru/download/rules/catan-morehodi-2024-rules.pdf,data/rules_texts/e80bb2875bccf76d7e5102c954aab9b4cd2d80932edae019c54d3e2f3517e8f9.txt,Колонизаторы: Мореходы,ru
33d1a43717fb0d025cccdf1acc84c160e8eadf3d71425200549d01c0bc0c2e3c,rules-klub-naxodchivix.pdf,https://www.mosigra.ru/download/rules/rules-klub-naxodchivix.pdf,data/rules_texts/33d1a43717fb0d025cccdf1acc84c160e8eadf3d71425200549d01c0bc0c2e3c.txt,Клуб находчивых,ru
0c3a0b95f951c31157fce095782a8bb5a7e4a869987f828795e8c75b2c519c95,unmatched-udari-sudbi-rules.pdf,https://www.mosigra.ru/download/rules/unmatched-udari-sudbi-rules.pdf,data/rules_texts/0c3a0b95f951c31157fce095782a8bb5a7e4a869987f828795e8c75b2c519c95.txt,Unmatched. Удары судьбы,ru
286ef2268d6d05404ba8ffd21c3412e5f5032f54ae60b60cd8c5415532ebd821,razrivnie-kotjata-rules.pdf,https://www.mosigra.ru/download/rules/razrivnie-kotjata-rules.pdf,data/rules_texts/286ef2268d6d05404ba8ffd21c3412e5f5032f54ae60b60cd8c5415532ebd821.txt,Взрывные котята: Разрывные котята,ru
5ae068a0777172c94f729623eab53dc7c8ad1e4f6ceef9e18b826887d9085e56,rules-ot-odnogo-do-tirexa.pdf,https://www.mosigra.ru/download/rules/rules-ot-odnogo-do-tirexa.pdf,data/rules_texts/5ae068a0777172c94f729623eab53dc7c8ad1e4f6ceef9e18b826887d9085e56.txt,По шкале от одного до Тирекса,ru
948fff8d614bf60b1826547c055707f96e06d83bde94b184a39a4b8cbdc148dc,rules_inside_compressed_new.pdf,https://www.mosigra.ru/download/Правила/rules_inside_compressed_new.pdf,data/rules_texts/948fff8d614bf60b1826547c055707f96e06d83bde94b184a39a4b8cbdc148dc.txt,Инсайд,ru
1e78cca4c74f05fc7ee54cc5fbd8662d75edaa807892f8097c23439c02565cc0,semejka-hort-rules.pdf,https://www.mosigra.ru/download/rules/semejka-hort-rules.pdf,data/rules_texts/1e78cca4c74f05fc7ee54cc5fbd8662d75edaa807892f8097c23439c02565cc0.txt,Семейка Хорт,ru
a0d54607b69f7ba7fa0bd94b0ccdf3b673d670a798c05e105ca42703166fcdf1,Koridor_mini_rules.pdf,https://www.mosigra.ru/download/Правила/Koridor_mini_rules.pdf,data/rules_texts/a0d54607b69f7ba7fa0bd94b0ccdf3b673d670a798c05e105ca42703166fcdf1.txt,Коридор мини,ru
