game_url,game_title,doc_sha256
https://www.mosigra.ru/barabashka/,Барабашка,07e893d6b1d7a015b03e60f59442990350a8be7be0696d85e0bed73f5c644e31
https://www.mosigra.ru/karkasson-jubilejnoe-izdanie/,Каркассон. Юбилейное издание,79acf64dd32f6bffdb6388e5fe49ecd8b580b737dadeb50781621c8bc3bf07ff
https://www.mosigra.ru/iznanka/,Изнанка,b1b79e6d2f3042b39dca241664bf84ecb9cc5d68f6d34fd613b1015fedd299ae
https://www.mosigra.ru/ktulhu-smert-mozhet-umeret/,Ктулху: Смерть может умереть,017b4cb950ba7bb6e708e8e3757d3712f61969881fb090f484ac9eaf635bb1de
https://www.mosigra.ru/kvest-kollekcija-nastolnie-prikljuchenija/,Квест – Коллекция. Настольные приключения,92368fe86b919356498bdefdc242c7fbf5045be4b8186da556d6176e30e10cae
https://www.mosigra.ru/smeshariki-luchshie-momenti/,Смешарики. Лучшие моменты,4703721e801e7e5ed14f906addfead5fe33a15235b1d2af5418c6f996b2c8544
https://www.mosigra.ru/mezen/,Мезень,bc523344d7ec003c323f95ae25b82cb32519d84adedbd24e5d00e877ef8ed5bb
https://www.mosigra.ru/more-sol-bumaga/,"Море, соль, бумага",b54211476fe9cd8f143d06dec511179d1f4991868a9163aa0e96d590f81c98fd
https://www.mosigra.ru/detektivnie-istorii-rokovaja-antarktika/,Детективные истории: Роковая Антарктика,a45d148be4d26db86e8a8bc5e468596d688f4fadfab1f75711a95aad7684fa1b
https://www.mosigra.ru/bolshaja-brodilka-na-puti-k-tronu-zhelanij/,Большая Бродилка. На пути к трону желаний,8e2671de0d1889c8cc3760069c65a6af83d19fa680ef1b5821eda65a88bc3a2d
https://www.mosigra.ru/paleo/,Палео,1b20e852286e9718eae45bc853f7bf5845034b00255ffd982293662dcfb45a80
https://www.mosigra.ru/skazochnij-patrul-mir-druzhba-magija/,"Сказочный патруль: Мир, дружба, магия!",7c51174fa83789fbda7678308d2f7af8dbaafc1b1afad71d551fb32131fb960f
https://www.mosigra.ru/hobby-world-descent-skazanija-tmi/,Descent. Сказания тьмы,33cf50c150222f2c9f2c9040120fccf4586999db73a0b56fcad5dadcdc7e0c5c
https://www.mosigra.ru/zverskij-desant/,Зверский десант,62266a871a1d476fc9eaf0681b3ae7dca5631940f5894b15f18ce1d676662b72
https://www.mosigra.ru/svintus/,Свинтус,f8f35206360785fa83c2b71ba1be684ca00e588147f46fff209a4f1f2fdb9f40
https://www.mosigra.ru/za-bortom/,За бортом,9250820a2894763621dea93a69c2b664a129385482d3a30012950b5c49d3f9f8
https://www.mosigra.ru/gorodskoj-ubijca-deljuks-nabor/,Городской убийца: Делюкс-набор,5a16d5346c76f16175831074006e38f60740b103c23ea28f2eb8a514cf34ad6c
https://www.mosigra.ru/korol-kuvshinok/,Король Кувшинок,61be58aff239dff62113f8b4ea2b78e981a7d5818523f1030824aa43be96ce6b
https://www.mosigra.ru/smeshannij-les/,Смешанный лес,bc12b97e400519a9138832ffa2bc0ab24a4094dc671eda60e3ad66845b4f8a4f
