game_url,title,pdf_url,pdf_filename
https://www.mosigra.ru/bang-velikolepnaja-vosmerka/,Бэнг! Великолепная Восьмерка,https://www.mosigra.ru/image/data/mosigra.product.other/545/151/Bang_eight_rules.pdf,Bang_eight_rules.pdf
https://www.mosigra.ru/prostokvashino-azbuka/,Простоквашино. Азбука,https://www.mosigra.ru/image/data/mosigra.product.other/538/305/azbuka_rules.pdf,azbuka_rules.pdf
https://www.mosigra.ru/kitty-paw/,Кошачья лапка,https://www.mosigra.ru/image/data/mosigra.product.other/544/742/kitty_paw_rules.pdf,kitty_paw_rules.pdf
https://www.mosigra.ru/treos/,Treos,https://www.mosigra.ru/download/rules/treos-rules.pdf,treos-rules.pdf
https://www.mosigra.ru/bessoznatelnoe/,Бессознательное,https://www.mosigra.ru/download/rules/bessoznatelnoje-rules.pdf,bessoznatelnoje-rules.pdf
https://www.mosigra.ru/ne-to-kino/,Не то кино,https://www.mosigra.ru/download/rules/rules-ne-to-kino.pdf,rules-ne-to-kino.pdf
https://www.mosigra.ru/tri-kota-i-more-prikljuchenij-pogonja-za-krabami/,Три кота и море приключений. Погоня за крабами,https://www.mosigra.ru/download/rules/tri-kota-pogonya-za-krabami-rules.pdf,tri-kota-pogonya-za-krabami-rules.pdf
https://www.mosigra.ru/jekspress-pirozhnoe/,Экспресс-пирожное,https://www.mosigra.ru/download/rules/jekspress-pirozhnoe-rules.pdf,jekspress-pirozhnoe-rules.pdf
https://www.mosigra.ru/imaginarium-souzmultfilm-3/,Имаджинариум. Союзмультфильм 3.0,https://www.mosigra.ru/download/Правила/imaginarium-pravila.pdf,imaginarium-pravila.pdf
https://www.mosigra.ru/naidi-pechenki/,Найди печеньки!,https://www.mosigra.ru/download/rules/pechenki.pdf,pechenki.pdf
https://www.mosigra.ru/perekati-ezhik/,Перекати ёжик,https://www.mosigra.ru/download/Правила/Perekati_Yozhik_Rules.pdf,Perekati_Yozhik_Rules.pdf
https://www.mosigra.ru/detektiv-klub/,Детектив Клуб,https://www.mosigra.ru/image/data/mosigra.product.other/557/323/Detective club.pdf,Detective club.pdf
https://www.mosigra.ru/russkoe-loto/,Русское лото,https://www.mosigra.ru/image/data/mosigra.product.other/402/777/russkoe_loto.pdf,russkoe_loto.pdf
https://www.mosigra.ru/fateforge-hroniki-kaana-bitva-bessmertnih/,Fateforge: Хроники Каана. Битва бессмертных,https://www.mosigra.ru/download/rules/fateforge-hroniki-kaana-bitva-bessmertnih-rules.pdf,fateforge-hroniki-kaana-bitva-bessmertnih-rules.pdf
https://www.mosigra.ru/fallout-atomnie-uzi/,Fallout: Атомные узы,https://www.mosigra.ru/download/Правила/Fallout_Atomic Bonds_Rules.pdf,Fallout_Atomic Bonds_Rules.pdf
https://www.mosigra.ru/svintus-zloklucheniya/,Свинтус: Злоключения,https://www.mosigra.ru/image/data/mosigra.product.other/562/654/Swintus-zlo-rules-185x85_web.pdf,Swintus-zlo-rules-185x85_web.pdf
https://www.mosigra.ru/kotem-siti/,Котэм Сити,https://www.mosigra.ru/image/data/mosigra.product.other/545/696/KC rules_5_c.pdf,KC rules_5_c.pdf
https://www.mosigra.ru/klinika-pandemija-covid-19/,Клиника. Пандемия: COVID-19,https://www.mosigra.ru/download/rules/klinika-pandemija-covid-19-rules.pdf,klinika-pandemija-covid-19-rules.pdf
https://www.mosigra.ru/kruksi/,Крукси,https://www.mosigra.ru/download/rules/rules-cruxy.pdf,rules-cruxy.pdf
https://www.mosigra.ru/nabor-igr-detskaja-klassika/,"Набор игр ""Детская классика""",https://www.mosigra.ru/download/rules/ticket-to-ride-junior-evropa-rules.pdf,ticket-to-ride-junior-evropa-rules.pdf
https://www.mosigra.ru/7-na-9-multi/,7 на 9 multi,https://www.mosigra.ru/download/rules/multi.pdf,multi.pdf
https://www.mosigra.ru/small-world-kollekcija-dopolnenij-1/,Small World: Коллекция дополнений №1,https://www.mosigra.ru/download/Правила/SWC1-Helper-RU-7.pdf,SWC1-Helper-RU-7.pdf
https://www.mosigra.ru/munchkin-quest/,Манчкин Квест,https://www.mosigra.ru/image/data/mosigra.product.other/402/227/man4kin_kvest.pdf,man4kin_kvest.pdf
https://www.mosigra.ru/missija-orehi/,Миссия Орехи,https://www.mosigra.ru/download/rules/missija-orehi-rules.pdf,missija-orehi-rules.pdf
https://www.mosigra.ru/taboo/,Табу,https://www.mosigra.ru/image/data/mosigra.product.other/522/953/taboo.pdf,taboo.pdf
https://www.mosigra.ru/uzhas-arkhjema-kartochnaja-igra-zabitaja-jepoha-vozvrashhenie/,Ужас Аркхэма. Карточная игра: Забытая эпоха. Возвращение,https://www.mosigra.ru/download/rules/uzhas-arkhema-zabitaya-epoxa-vozvrashenie.pdf,uzhas-arkhema-zabitaya-epoxa-vozvrashenie.pdf
https://www.mosigra.ru/ticket-to-ride-indija-i-shvejcarija/,Ticket to Ride: Индия и Швейцария,https://www.mosigra.ru/download/Правила/TTR_India_Rules.pdf,TTR_India_Rules.pdf
https://www.mosigra.ru/pesn-lda-i-ognja-berserki-amberov/,Песнь льда и огня: Берсерки Амберов,https://www.mosigra.ru/download/Правила/Starki_protiv_Lannisterov_Rules.pdf,Starki_protiv_Lannisterov_Rules.pdf
https://www.mosigra.ru/doroga-prikljuchenij/,Дорога приключений,https://www.mosigra.ru/download/Правила/doroga_priklucheniy_rules.pdf,doroga_priklucheniy_rules.pdf
https://www.mosigra.ru/sumerechnaya-borba/,Сумеречная борьба,https://www.mosigra.ru/download/Правила/sumerechnaya_borba_rules.pdf,sumerechnaya_borba_rules.pdf
https://www.mosigra.ru/man4kin-ktulhu/,Манчкин Ктулху,https://www.mosigra.ru/image/data/mosigra.product.other/500/881/man4kin_ktulhu.pdf,man4kin_ktulhu.pdf
https://www.mosigra.ru/kriptidi-v-poiskah-mificheskih-sushhestv-flora/,Криптиды: В поисках мифических существ. Флора,https://www.mosigra.ru/download/rules/kriptidi-flora-rules.pdf,kriptidi-flora-rules.pdf
https://www.mosigra.ru/masha-i-medved-den-varenja/,Маша и Медведь: День варенья,https://www.mosigra.ru/download/rules/masha-i-medved-den-varenija-rules.pdf,masha-i-medved-den-varenija-rules.pdf
https://www.mosigra.ru/hanabi/,Ханаби,https://www.mosigra.ru/download/rules/hanabi-rules.pdf,hanabi-rules.pdf
https://www.mosigra.ru/lisi-kuri-5-jaic/,"Лисы, куры, 5 яиц!",https://www.mosigra.ru/download/Правила/PoulePoule_web_rules.pdf,PoulePoule_web_rules.pdf
https://www.mosigra.ru/shakal-arhipelag-ostrov-prilivov/,Шакал Архипелаг. Остров приливов,https://www.mosigra.ru/download/rules/shakal-arhipelag-rules.pdf,shakal-arhipelag-rules.pdf
https://www.mosigra.ru/jekipazh/,Экипаж. Экспедиция к девятой планете,https://www.mosigra.ru/download/Правила/Ekipazh_Rules.pdf,Ekipazh_Rules.pdf
